Current Rank,Last Rank,Age,Academic score,Employer score,Faculty Student score,CitationsPerFaculty score,InternationalFaculty score,InternationalStudent score,Overall Score,color
650,550,5,29.6,0,0,0,23.5,0,20.2,blue
650,600,3,0,0,0,34.2,41.8,21,20.2,blue
650,650,3,0,0,0,42.4,28.9,51.3,20.2,blue
650,470,3,0,0,0,58.2,,23.8,20.2,blue
650,550,5,23.1,0,0,25.5,0,20.1,20.2,blue
650,550,5,0,0,0,49.7,,44.7,20.2,blue
650,750,3,0,0,36.4,0,39.3,72.4,20.2,blue
650,600,3,0,0,0,29.9,57.8,55.1,20.2,blue
650,700,5,0,0,33.9,0,0,69.3,20.2,blue
650,600,4,20.3,36.9,0,0,29,36.3,20.2,blue
650,600,5,0,0,43.6,0,,37.6,20.2,blue
650,700,2,16.7,0,0,55.4,,0,20.2,blue
650,750,5,0,0,0,27.9,55,34.1,20.2,blue
650,650,3,0,22.2,0,0,77.2,77.4,20.2,blue
650,600,4,0,0,0,32.5,20,0,20.2,blue
650,650,3,0,19.5,0,20.4,98.6,24.6,20.2,blue
650,600,3,0,0,0,0,87.8,99.9,20.2,blue
650,700,5,0,0,51,18.8,17.3,0,20.2,blue
650,650,5,21.8,44.2,0,0,0,0,20.2,blue
650,700,5,0,0,27,35.8,29.7,66.5,20.2,blue
700,700,3,0,0,45.8,24.2,0,0,18.6,blue
700,600,5,17.7,34.9,31.9,0,0,0,18.6,blue
700,650,5,0,36.6,0,0,0,61.4,18.6,blue
700,700,4,0,0,0,48.5,0,18,18.6,blue
700,700,2,0,0,0,28.2,60.5,97.7,18.6,blue
700,600,4,27.6,0,0,0,0,0,18.6,blue
700,750,5,0,0,32.2,32.8,0,0,18.6,blue
700,650,4,0,0,48.2,19.8,0,0,18.6,blue
700,700,4,0,0,63,0,0,0,18.6,blue
700,700,4,0,0,71.5,0,0,0,18.6,blue
700,1000,4,0,0,41.8,0,98.8,38.3,18.6,blue
700,700,4,19.6,41.7,0,0,0,0,18.6,blue
700,700,4,0,45.9,0,0,61.5,0,18.6,blue
700,750,3,0,0,26.6,0,41,67.7,18.6,blue
700,650,5,17,46.7,0,0,0,0,18.6,blue
700,650,3,0,29.5,24,0,0,55.7,18.6,blue
700,1000,4,0,0,59.9,0,21.7,0,18.6,blue
700,700,2,0,23.4,48.9,0,50.1,0,18.6,blue
700,750,4,0,0,33.7,0,0,0,18.6,blue
700,700,5,0,0,0,49.2,0,0,18.6,blue
700,750,4,0,0,24.7,24.6,38.5,48.8,18.6,blue
700,700,5,19.9,26.9,0,26,0,21.9,18.6,blue
700,650,4,0,0,0,30,0,0,18.6,blue
700,750,4,0,0,65.7,0,0,0,18.6,blue
700,1000,4,0,0,55.5,0,0,0,18.6,blue
700,750,5,0,0,33.3,0,28.9,19.9,18.6,blue
700,600,4,0,25.1,27.8,18.6,19.6,19.5,18.6,blue
700,750,5,0,0,45,0,0,39.1,18.6,blue
700,700,5,0,0,0,36.2,39.1,98.8,18.6,blue
700,700,5,0,0,28.2,20.6,0,15.1,18.6,blue
700,700,4,0,0,31.4,22.5,0,0,18.6,blue
700,700,4,23.3,29.5,0,0,0,0,18.6,blue
700,700,3,0,37.1,29.4,0,23.4,29.5,18.6,blue
700,1000,1,28.2,0,0,0,23.8,25.9,18.6,blue
700,650,4,0,0,30.8,19.1,64.5,0,18.6,blue
700,650,4,0,0,0,20.9,66.1,60.3,18.6,blue
700,700,5,0,0,0,43.4,20.5,0,18.6,blue
700,550,4,17.5,0,49.2,0,0,0,18.6,blue
700,700,3,0,0,0,44.8,0,0,18.6,blue
700,750,5,0,0,49.3,20.5,0,0,18.6,blue
700,650,4,0,0,25.7,31.2,,,18.6,blue
700,650,4,0,0,0,38.7,0,19.3,18.6,blue
700,700,4,0,0,39.5,0,0,0,18.6,blue
700,700,3,0,0,0,24.9,25.4,17.6,18.6,blue
700,700,5,0,0,43,0,0,0,18.6,blue
700,750,2,0,19.4,0,0,100,100,18.6,blue
700,700,5,0,0,0,64.1,,48.9,18.6,blue
700,750,5,0,0,40.1,30.6,19.4,0,18.6,blue
700,750,5,0,0,0,31.1,48.4,66.6,18.6,blue
750,800,2,0,0,0,0,100,100,17.1,blue
750,750,4,0,35.8,0,0,23.5,0,17.1,blue
750,800,3,0,0,24.6,0,91.3,66.2,17.1,blue
750,800,4,16.7,0,26.9,0,34.3,0,17.1,blue
750,750,3,0,0,0,0,81.7,51.8,17.1,blue
750,  1000,4,0,0,36,0,0,0,17.1,blue
750,750,5,0,0,0,30.6,0,0,17.1,blue
750,750,5,0,0,66.6,0,0,0,17.1,blue
750,700,5,20.8,0,0,0,0,16.8,17.1,blue
750,800,5,0,0,0,28.3,0,0,17.1,blue
750,800,4,0,0,46.8,19.5,18.9,0,17.1,blue
750,750,4,0,0,0,47.6,0,0,17.1,blue
750,750,3,0,46,0,0,0,0,17.1,blue
750,750,5,0,0,0,18.9,78.7,21.9,17.1,blue
750,700,5,0,0,0,46.2,47,31.4,17.1,blue
750,750,5,0,0,57.3,0,0,0,17.1,blue
750,800,3,0,21.8,0,0,44.1,44.5,17.1,blue
750,  1000,4,0,0,60.4,0,0,0,17.1,blue
750,700,4,0,0,43.3,0,38.1,39.9,17.1,blue
750,650,4,0,31.4,0,0,19.7,16.3,17.1,blue
750,750,4,0,0,0,18.6,62.3,15.7,17.1,blue
750,700,4,0,64.6,0,0,47,0,17.1,blue
750,650,5,27.8,31.1,0,0,0,0,17.1,blue
750,750,3,0,31.6,0,0,64,0,17.1,blue
750,650,4,18.1,44.1,0,0,0,0,17.1,blue
750,700,3,0,0,33.8,0,0,0,17.1,blue
750,800,5,0,0,0,58,0,0,17.1,blue
750,750,5,17.6,0,0,31.1,0,16.7,17.1,blue
750,  1000,5,0,0,0,32.3,0,0,17.1,blue
750,750,4,0,0,0,32.3,0,15.2,17.1,blue
750,700,3,18.4,0,0,0,21.9,0,17.1,blue
750,700,4,0,0,0,32.7,,22.2,17.1,blue
750,  1000,5,0,0,0,51.1,,0,17.1,blue
750,700,5,16.5,0,23.9,0,18.3,18.6,17.1,blue
750,1000,2,0,0,43.8,0,15,15.2,17.1,blue
750,700,5,0,20.6,0,37.8,0,0,17.1,blue
750,800,3,0,0,0,53.5,0,18.2,17.1,blue
750,  1000,3,0,0,0,0,87.1,88.6,17.1,blue
750,  1000,3,0,0,0,0,81.5,96.3,17.1,blue
750,800,3,0,26.9,0,0,52.4,71.2,17.1,blue
750,650,3,0,0,46.1,0,0,0,17.1,blue
750,750,4,0,0,0,38.1,0,0,17.1,blue
750,800,5,0,0,33.4,0,0,52,17.1,blue
750,650,4,17.7,0,0,32.3,0,0,17.1,blue
750,800,5,0,0,39.7,0,0,75.6,17.1,blue
750,1000,2,16.6,0,41.2,0,0,0,17.1,blue
750,800,4,0,0,59.9,0,0,0,17.1,blue
750,800,4,0,0,33.7,0,0,0,17.1,blue
750,1000,2,0,0,30.4,0,100,0,17.1,blue
800,750,4,17,0,26.1,0,0,0,15.3,blue
800,700,3,0,0,0,42.6,,0,15.3,blue
800,700,4,0,0,43.2,0,33,31.5,15.3,blue
800,750,5,0,0,25,19,0,0,15.3,blue
800,750,4,0,0,34.6,17,0,0,15.3,blue
800,750,4,0,0,37.3,0,,18.4,15.3,blue
800,1000,2,0,22.3,36.8,0,0,0,15.3,blue
800,700,3,0,0,0,0,46.6,52.3,15.3,blue
800,800,3,0,0,0,0,64.6,76.8,15.3,blue
800,1000,2,0,0,36.7,0,52,33.1,15.3,blue
800,1000,4,0,0,47.4,0,0,0,15.3,blue
800,800,5,0,0,0,21.5,0,0,15.3,blue
800,1000,4,0,0,58.6,0,0,0,15.3,blue
800,750,4,0,21.2,36.7,0,0,0,15.3,blue
800,  1000,5,0,0,0,35.6,21.7,19.7,15.3,blue
800,750,2,0,0,0,0,59.5,98.9,15.3,blue
800,  1000,3,0,0,0,0,68,95.1,15.3,blue
800,750,4,0,0,52.3,0,0,0,15.3,blue
800,750,3,0,0,0,0,84.3,50.7,15.3,blue
800,800,5,0,0,0,45.4,0,0,15.3,blue
800,1000,5,0,0,50.1,0,0,0,15.3,blue
800,  1000,5,0,0,0,23.8,20.9,67.3,15.3,blue
800,  1000,5,0,0,0,22,33.5,0,15.3,blue
800,800,5,0,0,0,0,,97.3,15.3,blue
800,750,4,20.5,28.1,0,0,0,0,15.3,blue
800,700,5,0,23.9,26.8,0,15.9,28.7,15.3,blue
800,1000,4,0,0,47.1,0,0,0,15.3,blue
800,750,5,0,18.9,24.7,0,34.7,22.8,15.3,blue
800,  1000,3,0,0,48.3,0,0,34.2,15.3,blue
800,750,4,0,0,0,24.8,0,0,15.3,blue
800,800,3,22.4,18,0,0,0,0,15.3,blue
800,700,5,18.8,31.1,0,0,0,0,15.3,blue
800,  1000,5,17.9,0,28.8,0,0,0,15.3,blue
800,  1000,4,0,19.5,31.4,0,47.9,0,15.3,blue
800,  1000,3,0,24.3,32.9,0,0,0,15.3,blue
800,  1000,4,0,19.7,45.5,0,0,0,15.3,blue
800,700,3,0,26.8,0,0,0,20.4,15.3,blue
800,700,4,22.5,0,0,0,0,0,15.3,blue
800,800,4,18.8,0,24.1,0,0,0,15.3,blue
800,750,5,0,23.3,0,21.2,24.3,0,15.3,blue
800,800,5,0,0,0,44.2,0,0,15.3,blue
800,800,4,18.1,26.3,0,0,0,0,15.3,blue
800,750,3,0,0,0,0,61.7,61.9,15.3,blue
800,750,4,0,0,0,25.7,16.1,0,15.3,blue
800,1000,4,0,0,34.2,22.7,25.1,0,15.3,blue
800,800,3,0,0,0,0,59.3,79.1,15.3,blue
800,750,3,0,0,0,20.1,49.2,0,15.3,blue
800,800,5,0,0,26.7,30.3,0,0,15.3,blue
800,800,4,0,0,0,0,31.2,68.6,15.3,blue
800,800,4,0,0,0,21.4,71.5,20.7,15.3,blue
  1000,  1000,4,0,0,23.5,0,0,0,14.2,blue
  1000,  1000,5,0,0,35,0,,0,14.2,blue
  1000,1000,3,0,0,0,0,100,100,14.2,blue
  1000,1000,3,0,0,0,0,90.9,0,14.2,blue
  1000,  1000,3,0,0,0,0,,31.8,14.2,blue
  1000,800,4,0,32.9,0,0,0,0,14.2,blue
  1000,  1000,5,0,0,0,0,0,0,14.2,blue
  1000,  1000,5,0,0,32.8,0,,0,14.2,blue
  1000,800,4,0,0,0,0,90.1,0,14.2,blue
  1000,1000,2,0,0,0,0,0,23.1,14.2,blue
  1000,1000,2,0,0,35.5,0,51.4,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,1000,4,0,0,23.8,0,,0,14.2,blue
  1000,  1000,4,0,32.2,0,17.8,0,0,14.2,blue
  1000,  1000,5,0,0,0,22.1,0,15.7,14.2,blue
  1000,  1000,3,0,0,0,0,34.3,33.6,14.2,blue
  1000,  1000,5,0,0,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,38.4,0,0,0,14.2,blue
  1000,  1000,5,0,0,0,18.8,0,0,14.2,blue
  1000,1000,3,0,32.3,0,0,,0,14.2,blue
  1000,  1000,5,0,0,0,16.9,0,0,14.2,blue
  1000,800,4,0,20.3,39,0,0,0,14.2,blue
  1000,  1000,5,0,0,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,25.2,15.3,36.8,14.2,blue
  1000,  1000,5,0,0,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,0,15.3,0,14.2,blue
  1000,800,5,0,26.3,0,23.3,0,0,14.2,blue
  1000,800,5,0,20.4,0,0,0,0,14.2,blue
  1000,  1000,2,0,0,0,36.2,0,0,14.2,blue
  1000,  1000,5,0,0,0,0,19.3,67,14.2,blue
  1000,  1000,4,0,0,0,29.7,0,0,14.2,blue
  1000,  1000,5,0,25.9,0,0,,34.1,14.2,blue
  1000,1000,4,0,0,32.8,0,,,14.2,blue
  1000,750,5,0,31.4,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,  1000,5,0,0,0,0,23.7,0,14.2,blue
  1000,  1000,3,0,0,0,0,41.7,92.5,14.2,blue
  1000,1000,4,0,26,27.1,0,18.1,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,15.8,14.2,blue
  1000,800,4,0,0,0,20.8,21.1,16.4,14.2,blue
  1000,  1000,5,0,0,26.7,0,32.7,35.1,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,  1000,3,0,0,0,21,0,16.1,14.2,blue
  1000,800,4,0,0,0,0,0,0,14.2,blue
  1000,  1000,5,17,18.6,0,0,0,0,14.2,blue
  1000,800,4,21.9,0,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,48.7,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,800,3,0,0,0,0,100,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,700,4,0,0,0,0,56.4,35,14.2,blue
  1000,1000,4,0,0,29,16.6,0,0,14.2,blue
  1000,  1000,5,0,0,0,25.3,15,0,14.2,blue
  1000,1000,4,0,0,35.6,0,0,0,14.2,blue
  1000,800,5,0,0,31.1,0,0,0,14.2,blue
  1000,  1000,3,0,0,0,0,40.4,37,14.2,blue
  1000,  1000,5,0,0,31.4,0,0,0,14.2,blue
  1000,  1000,5,0,0,0,0,0,0,14.2,blue
  1000,  1000,5,0,0,0,0,0,27.2,14.2,blue
  1000,1000,2,0,0,0,0,24.6,22.7,14.2,blue
  1000,1000,4,0,0,30.8,0,0,0,14.2,blue
  1000,1000,3,0,0,0,20.1,0,0,14.2,blue
  1000,  1000,4,0,0,37.5,0,0,0,14.2,blue
  1000,  1000,2,0,0,0,0,0,0,14.2,blue
  1000,1000,3,0,0,0,0,77.5,16.4,14.2,blue
  1000,  1000,3,0,30.6,0,0,47.8,26.5,14.2,blue
  1000,  1000,4,0,0,0,0,0,44.7,14.2,blue
  1000,  1000,5,0,0,0,0,0,0,14.2,blue
  1000,  1000,5,0,0,0,0,0,0,14.2,blue
  1000,  1000,5,0,19.3,40.6,0,0,18.3,14.2,blue
  1000,  1000,4,0,0,33,0,17.9,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,1000,4,0,0,0,0,,,14.2,blue
  1000,  1000,4,16.9,0,0,0,0,0,14.2,blue
  1000,750,5,0,0,0,23.9,,51.6,14.2,blue
  1000,1000,4,0,0,0,0,0,78.5,14.2,blue
  1000,  1000,5,0,22.3,0,0,34.6,0,14.2,blue
  1000,  1000,4,0,23,0,32.1,,0,14.2,blue
  1000,  1000,4,0,0,27.5,21.6,15.2,0,14.2,blue
  1000,  1000,5,0,0,0,28.4,0,0,14.2,blue
  1000,  1000,4,0,0,25.8,0,,0,14.2,blue
  1000,  1000,5,0,0,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,0,31.3,0,14.2,blue
  1000,  1000,4,0,0,0,21.9,0,0,14.2,blue
  1000,  1000,4,0,0,35.3,18.9,0,0,14.2,blue
  1000,1000,4,0,0,0,35.2,,0,14.2,blue
  1000,1000,2,0,0,0,0,0,0,14.2,blue
  1000,750,5,0,18.3,35.2,0,0,0,14.2,blue
  1000,1000,4,0,0,46.8,0,0,20.7,14.2,blue
  1000,  1000,2,0,0,0,30.7,31.7,59.6,14.2,blue
  1000,1000,2,0,0,0,0,64.1,17.5,14.2,blue
  1000,1000,4,0,,39,0,0,0,14.2,blue
  1000,1000,3,0,20.5,35.4,0,0,0,14.2,blue
  1000,1000,4,0,0,0,18.9,0,0,14.2,blue
  1000,  1000,3,0,0,0,0,53.1,67.6,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,0,19.1,0,14.2,blue
  1000,  1000,4,16.6,0,0,0,0,0,14.2,blue
  1000,  1000,5,18.7,0,0,0,0,0,14.2,blue
  1000,700,4,17.8,51.1,0,0,0,0,14.2,blue
  1000,  1000,3,0,0,25.6,0,0,0,14.2,blue
  1000,750,5,0,0,24.4,0,0,0,14.2,blue
  1000,800,3,0,35.8,0,0,0,0,14.2,blue
  1000,  1000,5,0,0,0,0,0,0,14.2,blue
  1000,  1000,3,0,0,0,0,15.8,0,14.2,blue
  1000,  1000,5,0,0,0,0,0,0,14.2,blue
  1000,  1000,5,0,0,0,16.9,,0,14.2,blue
  1000,  1000,5,0,0,0,0,0,0,14.2,blue
  1000,  1000,3,0,0,0,0,25.1,0,14.2,blue
  1000,  1000,3,0,0,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,  1000,5,0,25.8,0,0,19.1,0,14.2,blue
  1000,  1000,4,19,0,0,0,0,0,14.2,blue
  1000,800,3,0,30.1,0,0,18.2,0,14.2,blue
  1000,1000,4,0,62.5,0,0,,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,1000,3,0,0,26,0,0,0,14.2,blue
  1000,  1000,3,0,19.1,0,0,15.4,0,14.2,blue
  1000,750,5,22.3,0,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,16.4,14.2,blue
  1000,  1000,3,0,0,37.7,0,,,14.2,blue
  1000,  1000,4,18.4,0,0,0,,,14.2,blue
  1000,1000,4,0,0,0,0,,0,14.2,blue
  1000,  1000,5,18,0,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,0,40.3,0,14.2,blue
  1000,  1000,2,0,22.3,0,0,0,16.9,14.2,blue
  1000,800,4,0,21.6,0,0,,0,14.2,blue
  1000,  1000,4,0,33,0,0,20.7,0,14.2,blue
  1000,1000,3,0,28.6,0,0,0,0,14.2,blue
  1000,  1000,4,0,28.9,35.5,0,,,14.2,blue
  1000,  1000,3,0,0,41.1,0,0,0,14.2,blue
  1000,1000,3,0,0,0,22.8,0,0,14.2,blue
  1000,  1000,4,0,0,28.2,0,0,0,14.2,blue
  1000,  1000,3,0,0,44.4,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,24.5,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,  1000,5,0,0,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,28.8,0,0,0,14.2,blue
  1000,  1000,4,0,0,37.3,0,0,0,14.2,blue
  1000,  1000,5,0,0,0,29.9,0,0,14.2,blue
  1000,750,5,0,0,0,33.8,0,0,14.2,blue
  1000,800,3,16.8,0,0,21.4,0,0,14.2,blue
  1000,  1000,5,0,0,0,22.7,0,0,14.2,blue
  1000,  1000,5,0,0,0,0,0,0,14.2,blue
  1000,  1000,3,0,,0,0,30.3,31.9,14.2,blue
  1000,800,5,16.6,0,0,0,14.7,40.2,14.2,blue
  1000,800,5,0,0,0,0,20.2,23.6,14.2,blue
  1000,  1000,5,0,0,0,0,,40.5,14.2,blue
  1000,  1000,5,0,0,0,0,26,41.4,14.2,blue
  1000,800,5,0,0,0,0,26,23.9,14.2,blue
  1000,  1000,5,0,0,0,0,0,20.1,14.2,blue
  1000,  1000,5,0,0,0,0,20.5,80.5,14.2,blue
  1000,800,5,0,0,0,0,43.1,65.3,14.2,blue
  1000,  1000,5,0,0,0,18.5,0,0,14.2,blue
  1000,1000,3,0,0,30.5,0,,,14.2,blue
  1000,  1000,3,0,23.1,0,0,98.1,23.1,14.2,blue
  1000,  1000,4,0,0,0,22.9,0,0,14.2,blue
  1000,  1000,5,0,0,0,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,750,5,17,0,0,0,0,0,14.2,blue
  1000,800,5,0,0,0,24.8,,,14.2,blue
  1000,  1000,3,0,0,0,0,36.2,48.9,14.2,blue
  1000,800,5,0,20.4,0,0,,0,14.2,blue
  1000,750,4,0,29.9,0,0,0,0,14.2,blue
  1000,  1000,4,0,25.3,0,0,0,14.8,14.2,blue
  1000,1000,3,0,0,0,0,0,0,14.2,blue
  1000,750,4,0,0,26.6,0,0,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,  1000,3,0,0,33.3,0,0,0,14.2,blue
  1000,  1000,5,0,0,38.2,0,0,0,14.2,blue
  1000,  1000,5,0,0,23.9,19.8,0,0,14.2,blue
  1000,  1000,5,0,34.1,0,0,,0,14.2,blue
  1000,  1000,3,0,0,0,0,,,14.2,blue
  1000,  1000,5,0,0,0,24.1,19.3,0,14.2,blue
  1000,  1000,4,0,0,30.3,0,0,16.1,14.2,blue
  1000,  1000,5,0,0,0,0,0,44.5,14.2,blue
  1000,  1000,5,0,23.5,0,0,0,0,14.2,blue
  1000,1000,4,0,0,35.3,0,,0,14.2,blue
  1000,  1000,5,0,0,51.8,0,0,0,14.2,blue
  1000,1000,5,0,22.1,0,0,0,0,14.2,blue
  1000,  1000,2,0,0,0,20.4,19.3,41.2,14.2,blue
  1000,  1000,4,0,0,0,20.7,34.4,14.8,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,650,5,0,0,28.7,0,0,0,14.2,blue
  1000,1000,5,0,0,0,0,,,14.2,blue
  1000,  1000,5,0,0,0,0,37.1,53.5,14.2,blue
  1000,  1000,5,0,0,0,33.5,0,0,14.2,blue
  1000,1000,3,0,0,29.6,0,0,0,14.2,blue
  1000,  1000,3,0,0,0,26.4,0,0,14.2,blue
  1000,1000,3,0,17.9,25.3,0,0,0,14.2,blue
  1000,  1000,5,0,0,40.2,0,0,18.1,14.2,blue
  1000,  1000,4,0,0,0,0,28.1,0,14.2,blue
  1000,  1000,4,0,0,0,0,0,0,14.2,blue
  1000,  1000,5,0,17.9,0,0,,,14.2,blue
  1000,800,4,0,0,0,19.1,27.8,0,14.2,blue
1000,1000,5,0,19.9,100,17.3,,31.1,0.0,blue
1000,1000,4,0,0,0,0,84.1,20.5,0.0,blue
1000,1000,3,17.5,21.1,95.1,29.8,100,100,0.0,blue
1000,1000,5,0,24.6,0,39.2,88.8,73.1,0.0,blue
1000,1000,4,0,26.6,99.8,51.1,97.7,100,0.0,blue
1000,1000,5,0,58.1,0,0,100,99.9,0.0,blue
1000,1000,5,0,77.1,0,32.7,99.7,92.4,0.0,blue
1000,1000,5,0,35.2,0,0,34.5,74.1,0.0,blue
1000,1000,5,18.7,96,0,66.5,100,100,0.0,blue
1000,1000,4,27.8,93.8,78.7,56.6,100,100,0.0,blue
1000,1000,3,30,0,58.4,0,,0,0.0,blue
1000,1000,5,43.3,0,99.8,89.3,89.9,51,0.0,blue
1000,1000,1,20.8,0,88.5,100,100,100,0.0,blue
1000,1000,4,30.8,94.5,0,94.5,100,100,0.0,blue
1000,1000,5,0,34.7,0,54.3,89.1,32.5,0.0,blue
1000,1000,5,22.9,87.2,0,20.2,35.2,23.7,0.0,blue
1000,1000,3,0,24,36.9,24.6,,38.3,0.0,blue
1000,1000,5,51.5,21.8,100,61.1,48,0,0.0,blue
1000,1000,4,0,25.2,0,0,0,71.2,0.0,blue
1000,1000,4,21.7,0,100,99.5,,,0.0,blue
1000,1000,3,0,27.9,0,66.8,83,61.7,0.0,blue
